BARCODE	INDEs	DATE	S.TIME	E.TIME	CYCLE	JOB	RESULT	USER	LOTINFO	MACHINE	SIDE
 	 5074	2020-11-27	10:19:59	10:20:15	   16	5000-001432	GuD	SV	 	KOHYOUNG	T
Component ID	PadID	Height(um)	Volume(%)	 Area(%)	OffsetX(mm)	OffsetY(mm)	     Job	    Spec	Array	PinNumber	  Result	 Barcode	
      1:Q1	  387	 153.030	 125.766	 104.373	   0.010	  -0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  388	 139.703	 113.189	 102.897	   0.012	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  389	 137.813	 111.424	 102.681	   0.015	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  390	 141.186	 114.734	 103.206	   0.016	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  391	 143.868	 116.822	 103.125	   0.018	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  392	 147.146	 122.585	 105.801	  -0.003	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  393	 159.754	 132.854	 105.616	   0.009	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  394	 161.920	 135.247	 106.079	   0.013	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  395	 152.869	 124.606	 103.520	   0.010	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  396	 144.436	 116.989	 102.867	   0.018	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  397	 143.251	 115.278	 102.200	   0.013	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  398	 145.167	 118.010	 103.242	   0.014	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  399	 143.282	 116.636	 103.382	   0.010	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  400	 147.300	 121.476	 104.735	   0.004	   0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  401	 160.467	 132.790	 105.095	   0.010	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  402	 162.869	 134.828	 105.135	   0.010	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  403	 149.696	 121.645	 103.202	   0.007	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  404	 139.670	 111.876	 101.727	   0.011	   0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  405	 138.599	 110.621	 101.363	   0.016	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  406	 144.667	 116.646	 102.401	   0.015	   0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  407	 145.052	 117.071	 102.501	   0.012	   0.019	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  408	 152.262	 124.184	 103.580	   0.006	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  409	 155.655	 129.667	 105.797	   0.007	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  410	 160.008	 135.064	 107.201	   0.010	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  411	 153.000	 124.803	 103.595	   0.012	  -0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  412	 137.232	 111.101	 102.817	   0.013	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  413	 137.429	 110.795	 102.386	   0.012	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  414	 142.262	 114.888	 102.562	   0.014	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  415	 145.218	 117.233	 102.526	   0.012	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  416	 152.089	 125.649	 104.922	   0.000	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  417	 155.208	 130.415	 106.713	   0.007	  -0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  418	 158.805	 134.720	 107.739	   0.010	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  419	 145.758	 120.775	 105.232	   0.009	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  420	 134.552	 109.796	 103.633	   0.008	   0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  421	 133.794	 108.847	 103.320	   0.008	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  422	 136.835	 112.148	 104.087	   0.013	   0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  423	 135.788	 111.510	 104.293	   0.011	   0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  424	 142.193	 119.721	 106.929	   0.004	   0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  425	 155.279	 129.445	 105.871	   0.003	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  426	 155.850	 131.451	 107.118	   0.003	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  427	 148.002	 121.700	 104.430	  -0.002	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  428	 135.684	 110.427	 103.359	   0.001	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  429	 135.558	 109.753	 102.824	   0.003	   0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  430	 139.904	 113.926	 103.418	   0.001	   0.015	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  431	 140.340	 114.096	 103.250	   0.004	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  432	 141.259	 117.316	 105.474	  -0.005	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  433	 160.878	 133.532	 105.413	  -0.005	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  434	 160.719	 134.954	 106.641	  -0.002	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  435	 147.979	 121.979	 104.686	   0.003	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  436	 139.569	 113.761	 103.516	   0.001	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  437	 136.000	 110.401	 103.095	   0.001	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  438	 144.345	 117.444	 103.332	  -0.001	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  439	 140.565	 114.431	 103.388	   0.000	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  440	 146.394	 121.653	 105.537	  -0.012	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  441	 156.863	 129.878	 105.153	  -0.003	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  442	 160.541	 133.902	 105.927	  -0.002	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  443	 140.613	 115.075	 103.934	   0.002	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  444	 138.583	 112.234	 102.853	  -0.003	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  445	 136.028	 110.068	 102.764	   0.001	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  446	 141.721	 114.870	 102.938	   0.001	   0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  447	 141.040	 113.904	 102.566	  -0.001	   0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  448	 143.062	 117.739	 104.520	  -0.015	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  449	 155.095	 129.111	 105.723	  -0.005	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  450	 158.194	 133.634	 107.283	  -0.015	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  451	 141.190	 115.680	 104.053	  -0.001	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  452	 135.125	 109.442	 102.862	  -0.005	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  453	 132.074	 106.408	 102.320	  -0.008	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  454	 142.535	 115.609	 103.008	  -0.003	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  455	 141.086	 114.580	 103.141	  -0.008	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  456	 141.303	 117.297	 105.423	  -0.016	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  457	 151.594	 126.721	 106.163	  -0.009	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  458	 154.846	 131.191	 107.598	  -0.007	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  459	 139.381	 115.901	 105.606	  -0.006	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  460	 134.310	 109.432	 103.476	  -0.008	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  461	 132.113	 107.654	 103.488	  -0.003	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  462	 137.631	 112.248	 103.578	  -0.003	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  463	 136.765	 111.924	 103.933	  -0.005	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  464	 135.244	 113.645	 106.717	  -0.013	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  465	 151.699	 126.197	 105.650	  -0.015	  -0.015	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  466	 154.439	 130.195	 107.064	  -0.014	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  467	 143.445	 120.089	 106.322	  -0.008	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  468	 133.213	 108.745	 103.673	  -0.015	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  469	 130.333	 105.793	 103.088	  -0.015	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  470	 135.840	 110.629	 103.430	  -0.014	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  471	 134.137	 109.072	 103.268	  -0.015	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  472	 134.335	 112.505	 106.362	  -0.025	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  473	 155.212	 128.215	 104.910	  -0.021	  -0.015	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  474	 160.053	 133.097	 105.611	  -0.019	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  475	 140.687	 116.425	 105.099	  -0.021	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  476	 132.963	 107.596	 102.771	  -0.017	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  477	 134.018	 108.484	 102.804	  -0.018	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  478	 138.996	 112.578	 102.862	  -0.015	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  479	 138.896	 112.621	 102.976	  -0.020	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  480	 138.445	 115.369	 105.831	  -0.029	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  481	 157.098	 130.355	 105.381	  -0.014	  -0.018	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  482	 164.840	 137.743	 106.123	  -0.020	  -0.014	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  483	 141.270	 117.167	 105.332	  -0.012	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  484	 135.886	 110.058	 102.861	  -0.014	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  485	 134.335	 108.950	 103.001	  -0.019	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  486	 139.577	 112.455	 102.322	  -0.013	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  487	 138.518	 111.887	 102.583	  -0.012	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  488	 136.090	 113.342	 105.771	  -0.024	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  489	 156.522	 130.356	 105.770	  -0.016	  -0.015	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  490	 158.136	 133.241	 107.007	  -0.017	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  491	 137.558	 113.998	 105.249	  -0.011	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  492	 135.642	 109.623	 102.639	  -0.013	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  493	 132.211	 106.763	 102.554	  -0.012	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  494	 141.603	 114.666	 102.842	  -0.012	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  495	 139.375	 113.219	 103.166	  -0.008	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  496	 135.373	 113.197	 106.196	  -0.018	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  497	 156.897	 131.038	 106.068	  -0.011	  -0.015	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  498	 160.267	 133.649	 105.907	  -0.010	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  499	 135.410	 111.926	 104.974	  -0.007	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  500	 136.195	 110.212	 102.771	  -0.004	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  501	 133.662	 107.525	 102.165	  -0.006	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  502	 141.543	 114.890	 103.085	  -0.001	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  503	 140.687	 113.697	 102.636	  -0.003	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  504	 137.194	 113.714	 105.265	  -0.010	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  505	 158.061	 130.913	 105.187	  -0.012	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  506	 159.596	 133.642	 106.346	  -0.011	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  507	 140.737	 115.380	 104.118	  -0.004	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  508	 139.461	 112.770	 102.694	  -0.008	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  509	 135.274	 109.081	 102.409	  -0.007	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  510	 144.258	 116.425	 102.497	  -0.004	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  511	 140.840	 113.482	 102.330	  -0.003	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  512	 139.645	 116.262	 105.734	  -0.014	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  513	 158.466	 131.810	 105.637	  -0.004	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  514	 162.221	 136.222	 106.646	  -0.003	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  515	 145.331	 118.353	 103.425	   0.002	  -0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  516	 140.026	 113.179	 102.651	  -0.002	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  517	 137.510	 110.742	 102.278	   0.002	   0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  518	 144.693	 116.965	 102.662	   0.001	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  519	 142.776	 115.210	 102.480	   0.001	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  520	 143.483	 118.505	 104.892	  -0.007	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  521	 160.803	 134.003	 105.833	   0.001	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  522	 159.988	 135.193	 107.317	  -0.005	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  523	 147.924	 122.642	 105.294	   0.001	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  524	 139.140	 113.349	 103.459	   0.005	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  525	 137.171	 111.066	 102.831	   0.007	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  526	 142.450	 115.853	 103.288	   0.004	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  527	 141.896	 115.512	 103.386	   0.006	   0.013	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  528	 141.571	 118.254	 106.084	  -0.001	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  529	 156.553	 130.915	 106.202	   0.004	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  530	 159.648	 135.118	 107.486	   0.003	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  531	 144.538	 118.251	 103.902	  -0.001	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  532	 138.658	 113.068	 103.562	   0.010	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  533	 136.547	 110.432	 102.711	   0.008	   0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  534	 142.283	 115.872	 103.427	   0.009	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  535	 143.831	 117.110	 103.406	   0.005	   0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  536	 141.655	 117.624	 105.456	  -0.010	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  537	 159.082	 134.356	 107.261	   0.009	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  538	 158.280	 133.936	 107.467	   0.010	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  539	 146.322	 121.263	 105.251	   0.018	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  540	 138.107	 112.534	 103.484	   0.013	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  541	 132.813	 108.130	 103.398	   0.009	   0.015	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  542	 140.592	 114.920	 103.810	   0.010	   0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  543	 139.160	 113.896	 103.944	   0.012	   0.016	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  544	 142.978	 119.757	 106.374	   0.004	   0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  545	 156.138	 130.574	 106.207	   0.008	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  546	 161.449	 136.265	 107.190	   0.012	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  547	 152.902	 126.189	 104.812	   0.016	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  548	 138.889	 112.616	 102.976	   0.013	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  549	 135.902	 110.164	 102.948	   0.016	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  550	 141.675	 115.177	 103.247	   0.014	   0.013	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  551	 141.362	 115.438	 103.710	   0.016	   0.015	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  552	 147.387	 122.655	 105.689	   0.008	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  553	 159.179	 132.659	 105.841	   0.010	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  554	 162.784	 137.110	 106.970	   0.009	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  555	 153.239	 124.697	 103.345	   0.011	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  556	 140.555	 113.933	 102.945	   0.018	   0.013	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  557	 138.309	 111.336	 102.233	   0.016	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  558	 143.397	 116.286	 102.989	   0.016	   0.018	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  559	 143.901	 115.725	 102.133	   0.015	   0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  560	 146.947	 120.778	 104.383	   0.000	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  561	 160.018	 133.115	 105.649	   0.008	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  562	 163.053	 136.758	 106.519	   0.014	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  563	 159.200	 129.907	 103.632	   0.011	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  564	 141.512	 114.730	 102.965	   0.015	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  565	 143.054	 115.575	 102.605	   0.013	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  566	 145.689	 118.014	 102.875	   0.014	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  567	 145.247	 117.512	 102.749	   0.018	   0.013	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  568	 150.887	 124.273	 104.600	   0.006	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  569	 158.895	 132.853	 106.185	   0.010	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  570	 158.825	 134.900	 107.869	   0.009	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  571	 156.104	 128.919	 104.884	   0.019	  -0.013	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  572	 135.806	 110.616	 103.443	   0.017	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  573	 135.858	 110.041	 102.866	   0.017	   0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  574	 140.885	 114.589	 103.296	   0.015	   0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  575	 141.305	 114.603	 103.001	   0.017	   0.015	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  576	 146.460	 121.514	 105.369	   0.007	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  577	 155.773	 131.777	 107.436	   0.007	  -0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  578	 154.808	 133.597	 109.599	   0.007	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  579	 150.711	 126.805	 106.855	   0.014	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  580	 134.805	 110.741	 104.329	   0.010	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  581	 132.934	 109.288	 104.410	   0.010	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
